,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
10522,EZYV1664,North America,2,N,N,1129,2007,South,107747.49,4,Y,1
10523,EZYV2902,Asia,3,Y,N,1453,1991,Midwest,76251.65,4,N,0
10524,EZYV4100,Asia,4,N,N,4930,1999,Midwest,110833.32,4,Y,0
10525,EZYV4269,Asia,1,Y,N,3407,2004,South,103997.74,4,Y,1
10526,EZYV16467,Asia,2,Y,N,1438,1995,Midwest,80113.88,4,Y,1
10527,EZYV17534,Europe,1,N,N,13510,1836,Northeast,53745.53,4,Y,1
10528,EZYV23082,Europe,4,N,Y,2271,2000,Midwest,86930.85,4,Y,1
10529,EZYV10733,North America,2,Y,N,1607,2004,South,38914.42,4,N,0
10530,EZYV10661,Asia,1,Y,N,2758,1998,Midwest,140339.54,4,Y,1
10531,EZYV735,Asia,4,N,N,206,2001,West,382.2433,1,Y,0
10532,EZYV21338,Asia,1,N,N,1858,1850,South,803.8014,1,Y,0
10533,EZYV25022,Asia,1,Y,N,292,1998,Northeast,33892.93,4,Y,0
10534,EZYV8128,Europe,1,N,N,13524,1968,West,74062.83,4,Y,1
10535,EZYV6884,Asia,1,N,N,4839,1986,West,56347.56,4,Y,0
10536,EZYV4536,Asia,1,N,Y,4001,1973,Northeast,35315.64,4,Y,0
10537,EZYV24288,Asia,1,Y,N,1962,1996,Midwest,108434.57,4,Y,1
10538,EZYV15958,Asia,1,N,N,2971,1888,South,100882.4,4,N,1
10539,EZYV10547,Asia,3,N,N,2237,1989,Midwest,118151.98,4,Y,0
10540,EZYV23930,South America,2,Y,N,753,1998,Island,108392.22,4,Y,1
10541,EZYV12675,Asia,1,Y,N,2695,1988,Midwest,12893.99,4,Y,1
10542,EZYV15444,Asia,1,Y,N,2568,1994,West,24461.65,4,Y,0
10543,EZYV2398,North America,2,Y,N,127274,1997,Island,33664.29,4,Y,1
10544,EZYV8900,Asia,1,N,N,1172,2013,Midwest,2190.85,4,Y,1
10545,EZYV20484,Asia,1,Y,N,740,2011,West,33235.43,4,Y,1
10546,EZYV4185,Asia,2,Y,N,28059,2006,Northeast,73977.98,4,Y,1
10547,EZYV21698,North America,1,N,N,2533,1995,Northeast,115096.77,4,Y,0
10548,EZYV2577,Asia,2,Y,N,4041,2006,West,56544.67,4,Y,1
10549,EZYV2374,Asia,1,Y,N,3685,1981,South,114187.01,4,Y,1
10550,EZYV20417,Asia,2,N,N,1284,1996,South,58706.34,4,N,0
10551,EZYV6634,Asia,2,N,N,837,1857,Island,110210.49,4,Y,1
10552,EZYV20901,North America,1,N,N,544,1990,West,156.66,1,Y,0
10553,EZYV25363,North America,1,Y,Y,854,1956,West,118605.58,4,Y,1
10554,EZYV24414,Asia,1,N,N,198,1942,Northeast,43842.44,4,Y,0
10555,EZYV1774,Europe,1,Y,N,2054,2004,South,77357.77,4,Y,1
10556,EZYV21090,North America,2,Y,N,2556,1983,Northeast,50443.0,4,Y,1
10557,EZYV9474,Asia,2,Y,N,1295,1996,Midwest,84484.59,4,Y,1
10558,EZYV17412,Asia,1,Y,N,3071,1984,Midwest,81977.5,4,Y,1
10559,EZYV25202,North America,1,Y,N,4250,1969,South,76005.09,4,Y,1
10560,EZYV14105,Africa,2,N,N,1004,1929,Northeast,132289.27,4,Y,1
10561,EZYV5641,Asia,1,N,N,2615,2011,South,46272.56,4,Y,0
10562,EZYV11237,North America,1,Y,N,836,2003,Northeast,23637.85,4,Y,1
10563,EZYV9002,Asia,1,Y,N,887,2006,Midwest,35249.16,4,Y,1
10564,EZYV9288,North America,2,Y,N,3196,1985,West,89146.5,4,Y,0
10565,EZYV2516,Asia,2,N,N,2185,1997,Northeast,74163.03,4,Y,0
10566,EZYV20401,North America,2,Y,N,5291,1999,Northeast,26930.89,4,Y,1
10567,EZYV4263,Asia,3,N,N,3273,1977,South,232.6611,1,Y,0
10568,EZYV19422,Asia,3,Y,N,950,1998,Midwest,151521.77,4,Y,1
10569,EZYV13824,South America,1,Y,N,211,2004,Northeast,55394.68,4,Y,1
10570,EZYV25075,Asia,3,Y,N,3498,2013,South,50288.99,4,Y,1
10571,EZYV416,North America,2,N,N,1178,1859,Northeast,297.1948,1,Y,0
10572,EZYV16095,Asia,2,Y,N,3374,1999,West,130443.9,4,Y,1
10573,EZYV14539,South America,4,N,N,4818,2013,Midwest,29171.47,4,Y,1
10574,EZYV5014,Asia,1,Y,N,2665,1997,West,66561.93,4,Y,0
10575,EZYV15151,Europe,3,Y,N,2224,2003,Northeast,91794.48,4,Y,0
10576,EZYV7769,Asia,2,Y,N,478,1925,South,116879.66,4,N,1
10577,EZYV5779,Asia,1,Y,N,500,1996,Northeast,114540.05,4,Y,1
10578,EZYV7189,Asia,1,Y,N,2754,1998,South,159772.02,4,Y,1
10579,EZYV18360,North America,1,N,N,1727,1963,South,350.8824,1,Y,0
10580,EZYV3696,North America,4,N,N,2442,1981,Midwest,123539.66,4,Y,0
10581,EZYV711,Europe,1,Y,N,1955,2004,West,31932.69,4,Y,1
10582,EZYV20854,North America,3,N,N,3031,1932,Northeast,69287.72,4,Y,1
10583,EZYV24806,Europe,3,N,N,622,1989,Midwest,37.1854,1,Y,1
10584,EZYV11721,Asia,1,Y,N,546,1913,South,105068.54,4,N,1
10585,EZYV4504,Asia,2,N,N,270,1980,South,245819.17,4,N,0
10586,EZYV5874,Europe,4,N,N,1923,2010,Northeast,92344.07,4,Y,1
10587,EZYV22667,Asia,1,Y,N,748,2005,South,30891.03,4,Y,1
10588,EZYV9442,Asia,1,Y,N,2905,1888,West,96271.4,4,Y,0
10589,EZYV21652,Europe,2,N,N,1712,1961,Northeast,832.7642,1,Y,0
10590,EZYV23799,Europe,3,N,Y,834,1980,South,71306.84,4,Y,1
10591,EZYV24590,Europe,2,N,Y,4815,1999,Northeast,26365.08,4,Y,1
10592,EZYV12018,Asia,2,N,N,2148,2005,South,644.884,1,Y,0
10593,EZYV1496,Asia,1,Y,N,2364,1850,West,118865.99,4,Y,1
10594,EZYV17804,Asia,2,Y,Y,929,2013,South,169104.93,4,Y,1
10595,EZYV21076,Europe,3,N,N,2869,2005,South,37898.99,4,Y,1
10596,EZYV6250,Asia,2,N,N,2116,1875,West,272756.53,4,N,1
10597,EZYV24037,North America,2,Y,N,3671,1987,Northeast,50047.85,4,Y,0
10598,EZYV9434,Asia,3,Y,Y,1736,1872,West,126503.87,4,Y,0
10599,EZYV23787,Europe,1,N,Y,2224,1984,South,103291.69,4,Y,0
10600,EZYV4092,Europe,4,N,Y,2311,2007,Northeast,8213.82,4,Y,1
10601,EZYV20639,Asia,4,Y,Y,4629,1885,Midwest,223837.82,4,N,1
10602,EZYV2889,Asia,3,N,Y,3427,1986,South,142609.9,4,Y,0
10603,EZYV4929,Asia,2,Y,N,2117,2014,Midwest,133655.95,4,Y,1
10604,EZYV12300,Asia,3,N,N,4455,1999,Midwest,157805.89,4,Y,0
10605,EZYV7210,South America,1,N,N,368,1995,West,174657.07,4,Y,1
10606,EZYV1524,North America,1,Y,N,741,1904,South,80340.89,4,N,1
10607,EZYV19277,Europe,1,Y,N,2327,2004,West,58955.49,4,Y,1
10608,EZYV16811,Asia,1,Y,N,4719,2008,Northeast,101148.8,4,Y,1
10609,EZYV7250,Asia,1,Y,N,1152,1999,Midwest,120461.99,4,Y,1
10610,EZYV5207,Asia,3,N,N,1426,2000,Island,110830.21,4,Y,0
10611,EZYV1242,North America,1,N,Y,2388,1997,West,33311.22,4,Y,0
10612,EZYV1407,Asia,2,Y,N,1772,1993,Northeast,53783.93,4,Y,1
10613,EZYV3320,Asia,1,N,Y,2351,1999,South,42953.55,4,Y,0
10614,EZYV16325,Africa,3,Y,N,1517,1952,West,116855.28,4,Y,1
10615,EZYV23187,Asia,2,N,Y,-11,2007,Midwest,120195.35,4,Y,1
10616,EZYV917,South America,2,N,N,481,1866,Northeast,10355.64,4,Y,0
10617,EZYV528,Asia,2,Y,N,1648,1940,Northeast,59136.13,4,Y,1
10618,EZYV19212,North America,3,Y,N,2534,2007,Northeast,23203.41,4,Y,1
10619,EZYV17625,Asia,3,Y,N,5377,2006,Northeast,123940.77,4,Y,1
10620,EZYV8481,Asia,1,Y,N,1132,2013,Northeast,15522.78,4,Y,1
10621,EZYV19586,Asia,1,N,Y,717,1977,South,89263.18,4,Y,1
10622,EZYV25046,North America,2,Y,Y,2007,1962,South,88494.54,4,Y,0
10623,EZYV21376,South America,1,Y,N,1559,1999,Northeast,192.06,1,Y,1
10624,EZYV17985,Asia,3,N,N,1262,1987,South,145335.14,4,Y,1
10625,EZYV2820,Asia,3,Y,N,2931,1988,South,94418.08,4,N,0
10626,EZYV11137,Europe,4,Y,N,87,2008,South,1670.31,4,Y,1
10627,EZYV17702,Asia,1,N,N,531,2009,West,104416.31,4,Y,1
10628,EZYV24825,Europe,2,Y,N,218,1990,Northeast,69406.8,4,Y,1
10629,EZYV9698,Oceania,1,Y,N,183,1920,Northeast,141712.93,4,Y,1
10630,EZYV24210,North America,1,N,N,17372,2010,Northeast,795.947,1,Y,0
10631,EZYV13509,Asia,2,N,N,1139,2008,Northeast,77169.96,4,Y,0
10632,EZYV6265,Asia,2,N,Y,1177,1877,Midwest,76548.51,4,Y,1
10633,EZYV25094,Europe,1,N,N,572,1946,West,126840.03,4,Y,1
10634,EZYV3013,Asia,4,Y,N,420,2007,Northeast,56289.55,4,Y,1
10635,EZYV22029,Africa,3,N,Y,3592,1870,South,19915.5,4,Y,1
10636,EZYV12420,Asia,3,Y,N,2385,1985,Northeast,97834.38,4,Y,0
10637,EZYV22576,Europe,3,N,Y,3983,2001,South,102133.71,4,Y,1
10638,EZYV9679,Asia,3,N,N,786,2001,West,298.5088,1,Y,0
10639,EZYV21481,North America,4,Y,N,2255,1967,West,54878.38,4,Y,1
10640,EZYV22275,Asia,3,N,N,1484,2001,South,44738.52,4,Y,0
10641,EZYV6108,Asia,2,N,N,3541,2011,Midwest,68654.09,4,Y,1
10642,EZYV13425,Asia,2,Y,Y,2365,1987,Northeast,63337.71,4,Y,0
10643,EZYV11205,Asia,2,Y,N,3924,1991,South,58411.82,4,Y,1
10644,EZYV15457,Asia,2,N,N,2488,2003,Midwest,103767.51,4,Y,1
10645,EZYV775,Asia,1,N,N,93018,2009,West,18332.25,4,Y,0
10646,EZYV17415,Asia,1,Y,N,5246,2004,Midwest,138319.21,4,Y,0
10647,EZYV14648,Asia,1,N,N,1676,1984,West,128687.82,4,Y,1
10648,EZYV1632,Asia,1,Y,N,204,1971,South,566.4743,1,Y,1
10649,EZYV20541,Asia,1,Y,N,2174,2011,West,87711.09,4,Y,0
10650,EZYV19941,Asia,1,N,Y,1172,2004,South,40723.14,4,Y,0
10651,EZYV6430,Asia,1,Y,N,175,2008,South,121516.35,4,Y,1
10652,EZYV20822,Europe,2,N,N,28082,1992,Northeast,30966.78,4,Y,1
10653,EZYV19154,Asia,2,Y,N,442,1884,Northeast,86594.59,4,Y,1
10654,EZYV22921,Asia,1,Y,N,3268,2007,Midwest,82953.96,4,Y,1
10655,EZYV8662,North America,2,N,N,1187,1998,Northeast,73793.91,4,N,1
10656,EZYV2751,Asia,3,Y,N,2916,2006,Midwest,107979.79,4,Y,0
10657,EZYV23120,Asia,2,Y,Y,952,2003,Northeast,118838.04,4,Y,1
10658,EZYV17667,Asia,3,N,N,2577,2006,Midwest,84761.85,4,Y,1
10659,EZYV20731,Asia,1,N,N,1311,1982,Midwest,89209.47,4,Y,0
10660,EZYV19763,Europe,4,N,N,392,2001,West,3490.23,4,Y,1
10661,EZYV23800,Asia,3,N,Y,199,1895,South,40882.79,4,Y,1
10662,EZYV17866,Africa,1,Y,N,110,1982,Midwest,24749.28,4,Y,0
10663,EZYV19059,Asia,1,Y,N,169,1969,West,107696.5,4,Y,1
10664,EZYV21231,Europe,2,Y,N,22533,1853,West,57062.5,4,Y,0
10665,EZYV23541,Asia,1,N,Y,1406,1851,West,56286.84,4,Y,0
10666,EZYV17646,Asia,4,Y,N,1620,2013,Midwest,27862.35,4,Y,1
10667,EZYV10125,North America,2,Y,N,1437,2004,South,82151.7,4,Y,1
10668,EZYV9184,Asia,1,Y,N,1065,2008,Midwest,90902.55,4,N,1
10669,EZYV16939,Asia,1,Y,N,2952,1995,Northeast,44185.2,4,Y,1
10670,EZYV599,South America,2,Y,N,26957,1917,Northeast,149649.91,4,Y,1
10671,EZYV4563,Asia,2,N,N,1762,2000,Midwest,82835.52,4,Y,0
10672,EZYV3484,North America,2,Y,N,920,1994,West,70108.04,4,Y,1
10673,EZYV11697,Asia,1,Y,N,731,1997,Northeast,141852.44,4,Y,1
10674,EZYV4002,Asia,3,Y,N,3043,2001,Northeast,371.8531,1,Y,0
10675,EZYV4660,North America,1,Y,N,3526,1838,Midwest,81268.06,4,Y,1
10676,EZYV10098,North America,2,Y,N,1207,1953,Northeast,94919.35,4,N,1
10677,EZYV16382,Asia,1,Y,N,929,1984,West,789.9388,1,Y,0
10678,EZYV18762,Asia,2,Y,N,3755,2008,South,40.1191,1,Y,0
10679,EZYV4685,Europe,4,Y,N,4315,1868,South,135.17,4,Y,1
10680,EZYV21551,North America,2,Y,N,1719,1995,Northeast,35121.31,4,Y,1
10681,EZYV5673,Asia,1,N,N,1356,2007,West,204046.37,4,Y,0
10682,EZYV6218,Asia,2,N,N,3279,1992,Midwest,84584.46,4,Y,1
10683,EZYV8664,North America,3,Y,N,2342,1872,South,213646.91,4,Y,1
10684,EZYV13876,Asia,2,Y,N,5107,1998,Northeast,38609.07,4,Y,1
10685,EZYV6861,Asia,1,N,N,1773,2005,South,44534.73,4,Y,0
10686,EZYV16917,Asia,1,Y,N,2031,1916,West,633.679,1,Y,1
10687,EZYV16582,Asia,1,Y,N,3303,2000,Northeast,36102.16,4,Y,1
10688,EZYV15472,Asia,1,N,N,1249,1969,Midwest,125029.22,4,Y,1
10689,EZYV5081,Asia,1,N,N,120,1960,South,6904.83,4,Y,0
10690,EZYV15391,Asia,2,Y,N,2036,2014,West,74452.46,4,N,1
10691,EZYV18414,Asia,1,Y,N,2793,1996,South,74540.14,4,N,0
10692,EZYV5791,Europe,4,N,N,14756,2002,West,25577.22,4,Y,1
10693,EZYV18404,North America,1,Y,N,3418,1928,Midwest,104491.72,4,Y,1
10694,EZYV18456,Asia,1,Y,N,28,1997,Northeast,124686.12,4,Y,1
10695,EZYV11037,Asia,2,Y,N,5617,1980,Northeast,117949.61,4,Y,1
10696,EZYV11937,Asia,1,N,N,2467,2004,South,92834.66,4,Y,0
10697,EZYV20481,Europe,2,N,N,2184,2012,West,11323.59,4,Y,1
10698,EZYV1447,Asia,2,Y,Y,697,1936,West,136661.87,4,Y,1
10699,EZYV16967,Asia,3,Y,N,5903,1974,Northeast,58981.22,4,Y,1
10700,EZYV9523,Asia,1,Y,N,1807,1992,West,145695.83,4,Y,1
10701,EZYV22065,Asia,3,N,N,1031,2001,Midwest,160917.21,4,Y,1
10702,EZYV9612,North America,1,Y,N,2499,2002,South,89452.29,4,Y,0
10703,EZYV16226,Asia,1,Y,N,1925,1995,West,77803.04,4,Y,1
10704,EZYV18469,Asia,2,Y,N,4954,2004,West,99599.51,4,N,1
10705,EZYV12129,Asia,2,Y,N,992,2006,Northeast,134.89,1,Y,1
10706,EZYV19255,Asia,2,N,N,2215,1998,South,74579.05,4,Y,1
10707,EZYV14380,Asia,2,Y,N,45044,2006,Midwest,89370.48,4,Y,1
10708,EZYV7310,Asia,2,Y,N,4271,2007,West,37769.87,4,Y,1
10709,EZYV7035,Europe,3,N,N,3787,2013,South,44688.37,4,Y,0
10710,EZYV6001,Europe,2,Y,N,870,1997,South,109817.66,4,Y,1
10711,EZYV10574,Asia,2,Y,N,4706,2000,Northeast,43273.12,4,Y,1
10712,EZYV2838,Europe,1,N,N,111922,1978,West,107056.16,4,Y,1
10713,EZYV17908,Europe,4,N,N,2192,1998,West,201102.03,4,Y,1
10714,EZYV3758,Asia,1,Y,N,5548,2000,South,88589.04,4,Y,1
10715,EZYV3219,Asia,2,Y,N,3431,2000,West,125406.43,4,Y,1
10716,EZYV11766,Europe,2,Y,N,3035,1987,Northeast,35299.63,4,Y,1
10717,EZYV11325,Asia,1,Y,N,2812,1979,South,15685.78,4,Y,1
10718,EZYV9972,Europe,2,Y,N,1408,1978,South,19201.99,4,Y,1
10719,EZYV3521,Asia,1,Y,N,453,2008,South,160472.27,4,Y,1
10720,EZYV6595,Europe,2,Y,N,3623,1984,Northeast,25189.99,4,Y,1
10721,EZYV5948,Asia,1,N,N,4509,1912,West,131315.37,4,Y,1
10722,EZYV17769,Asia,2,N,N,2309,2004,Northeast,151380.94,4,Y,1
10723,EZYV19500,North America,2,N,N,910,1935,Northeast,102.77,1,Y,1
10724,EZYV2589,North America,2,Y,N,5203,1998,Northeast,21389.89,4,Y,1
10725,EZYV24125,North America,1,N,Y,3060,2007,West,65467.38,4,Y,1
10726,EZYV23261,North America,1,N,N,2073,1953,West,397.6617,1,Y,0
10727,EZYV4696,Asia,2,Y,N,3518,2001,Northeast,47172.31,4,Y,1
10728,EZYV6438,Asia,2,N,Y,5082,1977,South,127271.51,4,Y,1
10729,EZYV18397,Asia,2,N,N,2042,1985,West,68484.18,4,Y,1
10730,EZYV5242,North America,1,Y,N,1904,1998,South,76436.4,4,Y,0
10731,EZYV22386,Asia,4,Y,N,301,1993,Northeast,108906.09,4,Y,1
10732,EZYV11546,Asia,2,Y,N,4472,1954,Northeast,160209.27,4,Y,1
10733,EZYV22782,Asia,2,N,N,4222,2009,Northeast,128158.37,4,Y,0
10734,EZYV9951,Asia,2,N,N,2627,1882,Midwest,169790.24,4,Y,1
10735,EZYV7339,Asia,1,Y,N,361,2005,Northeast,114646.69,4,Y,1
10736,EZYV17929,Asia,2,N,Y,110,2003,Northeast,93123.34,4,Y,1
10737,EZYV22083,Europe,2,Y,N,1748,1840,West,116267.75,4,Y,0
10738,EZYV8644,Asia,1,N,N,1773,1952,South,43138.52,4,Y,1
10739,EZYV6807,Asia,2,N,N,1128,2007,Northeast,162354.7,4,N,1
10740,EZYV24851,Asia,3,N,N,4668,1966,Northeast,178330.7,4,Y,1
10741,EZYV9045,Asia,2,Y,N,1853,2007,Midwest,118290.54,4,Y,1
10742,EZYV23095,Europe,1,N,N,1762,1845,Northeast,79989.53,4,Y,1
10743,EZYV4483,North America,2,Y,N,5495,2005,South,118334.04,4,Y,1
10744,EZYV10416,Asia,1,N,N,1009,2010,South,78676.37,4,Y,0
10745,EZYV2465,Asia,1,Y,N,2648,1999,Northeast,114878.69,4,Y,1
10746,EZYV16369,Asia,2,N,N,2070,1985,South,101.72,1,Y,0
10747,EZYV20439,South America,2,N,Y,162,1900,Midwest,9759.95,4,Y,1
10748,EZYV23009,Asia,1,N,N,1285,1999,West,80544.5,4,Y,1
10749,EZYV14577,North America,2,Y,Y,4128,2003,South,125070.15,4,Y,1
10750,EZYV4484,Asia,2,N,N,62229,1997,Midwest,147625.12,4,N,0
10751,EZYV19610,Asia,1,N,N,1502,1969,South,618.1654,1,Y,1
10752,EZYV15226,Asia,2,Y,N,2360,1995,Midwest,137052.84,4,Y,1
10753,EZYV9181,Asia,2,Y,N,2114,1996,West,5224.21,4,Y,1
10754,EZYV19071,Asia,3,Y,Y,2196,1979,South,65598.53,4,Y,0
10755,EZYV21693,Asia,3,N,Y,3236,1863,West,96504.46,4,Y,1
10756,EZYV13729,South America,2,N,N,607,1980,South,105139.87,4,Y,1
10757,EZYV601,Asia,1,Y,N,3712,2011,Midwest,35194.51,4,Y,1
10758,EZYV10525,South America,1,Y,N,3494,1961,West,95768.72,4,Y,1
10759,EZYV22974,Asia,4,N,N,2620,1925,Northeast,22343.33,4,Y,1
10760,EZYV16814,Africa,2,Y,N,10107,2003,Northeast,148571.16,4,Y,1
10761,EZYV7235,North America,2,N,N,997,1912,West,847.4413,1,Y,1
10762,EZYV17615,Asia,2,Y,Y,2219,2001,South,161172.56,4,Y,1
10763,EZYV4609,Asia,2,N,N,3519,1997,Northeast,990.1942,1,Y,0
10764,EZYV10732,North America,1,N,N,3247,1871,South,105.81,1,Y,1
10765,EZYV13883,North America,2,Y,N,3497,1995,Midwest,99337.13,4,Y,1
10766,EZYV12767,Asia,1,Y,N,718,2003,Northeast,40252.94,4,Y,1
10767,EZYV19122,Europe,3,Y,N,501,1995,Northeast,47159.89,4,Y,1
10768,EZYV501,Asia,2,Y,N,1245,2012,Midwest,92549.52,4,N,1
10769,EZYV22751,Asia,4,Y,N,362,2000,West,60150.28,4,Y,1
10770,EZYV2339,Asia,1,N,N,334,1947,South,324.2135,1,Y,1
10771,EZYV19930,Europe,2,Y,N,2138,1991,West,23291.96,4,Y,1
10772,EZYV1047,Asia,1,Y,N,214,1999,West,27952.97,4,Y,1
10773,EZYV6328,Asia,1,N,Y,88,1983,South,80315.91,4,Y,1
10774,EZYV9194,Asia,3,Y,N,11337,1954,Northeast,140183.65,4,Y,0
10775,EZYV23740,Europe,4,Y,N,3114,1986,Northeast,19765.38,4,Y,1
10776,EZYV18124,Africa,1,N,N,5270,2001,Northeast,41560.63,4,Y,1
10777,EZYV20116,North America,1,Y,Y,1209,2000,West,147991.75,4,Y,0
10778,EZYV15121,Asia,1,Y,N,706,1982,Northeast,76842.16,4,Y,1
10779,EZYV12879,South America,3,Y,N,1375,1974,South,34399.85,4,Y,0
10780,EZYV24632,Asia,2,Y,N,34907,2012,Midwest,75216.48,4,Y,1
10781,EZYV22827,Europe,1,Y,N,124,1976,West,69977.64,4,Y,1
10782,EZYV1075,Asia,2,Y,N,190,2000,West,67520.84,4,N,1
10783,EZYV19005,Asia,1,N,N,3877,1963,Northeast,64396.68,4,Y,1
10784,EZYV14364,Asia,2,N,N,2760,1984,South,84216.28,4,Y,0
10785,EZYV13818,Asia,4,N,Y,2640,2006,South,129715.62,4,Y,1
10786,EZYV3140,Europe,2,Y,N,4639,1912,West,6656.45,4,Y,1
10787,EZYV1861,Asia,2,Y,N,1594,1982,Northeast,16196.86,4,N,1
10788,EZYV18398,Asia,1,Y,N,1964,2006,West,847.3708,1,Y,0
10789,EZYV24453,South America,1,Y,N,2148,2009,South,116671.74,4,Y,1
10790,EZYV25187,Asia,4,N,N,4889,1961,Northeast,24145.14,4,Y,1
10791,EZYV778,Asia,4,Y,N,1316,1996,Midwest,76900.05,4,Y,1
10792,EZYV16129,Asia,3,N,N,3903,1996,Midwest,100133.13,4,Y,1
10793,EZYV18577,Europe,1,N,N,4661,1952,South,29852.69,4,Y,0
10794,EZYV23562,Europe,2,N,N,4351,2000,Northeast,92341.12,4,Y,1
10795,EZYV3139,North America,1,Y,N,1305,1994,West,203915.7,4,Y,1
10796,EZYV4020,Asia,3,N,N,1382,2001,West,81973.52,2,Y,0
10797,EZYV9387,North America,3,Y,N,698,2005,Northeast,104100.83,4,Y,0
10798,EZYV9554,North America,1,N,N,386,2007,South,402.6269,1,Y,0
10799,EZYV19052,Asia,2,N,N,1877,1981,Midwest,230431.69,4,Y,1
10800,EZYV18415,Asia,1,Y,N,304,2006,Northeast,47716.9,4,Y,1
10801,EZYV8147,North America,2,N,Y,44,1975,South,80955.8,4,Y,1
10802,EZYV18329,Asia,2,Y,N,3271,2004,West,57462.43,4,Y,1
10803,EZYV10497,Asia,1,Y,Y,802,2006,Midwest,82000.28,4,N,1
10804,EZYV3020,Asia,2,N,N,638,1994,South,76818.46,4,Y,0
10805,EZYV18874,North America,2,N,N,4914,1999,West,4639.83,4,N,0
10806,EZYV12599,Asia,2,N,N,542,1957,Island,117879.13,4,Y,0
10807,EZYV6084,Asia,2,N,N,1604,1800,Midwest,73305.46,4,Y,1
10808,EZYV9306,Asia,1,Y,N,526,1998,South,95569.25,4,Y,1
10809,EZYV2983,Asia,3,N,N,1048,2005,Midwest,114298.11,4,Y,0
10810,EZYV20212,Asia,2,Y,Y,181,2013,South,74421.04,4,Y,0
10811,EZYV22607,Asia,1,Y,N,1279,2012,Northeast,71366.04,4,Y,0
10812,EZYV11447,Asia,2,N,N,2635,1963,Northeast,126258.45,4,Y,0
10813,EZYV16982,Asia,2,N,N,165,2005,Midwest,144724.07,4,Y,1
10814,EZYV13114,Europe,2,Y,Y,2366,1999,Northeast,82804.13,4,Y,0
10815,EZYV5891,Asia,1,N,N,1718,1990,South,140701.86,4,N,0
10816,EZYV9380,Asia,2,Y,N,586,2013,Northeast,44991.7,4,Y,1
10817,EZYV16606,North America,2,Y,N,4697,2010,Northeast,67251.53,4,Y,0
10818,EZYV9188,Asia,2,N,Y,1286,1977,South,84926.45,4,Y,1
10819,EZYV10475,South America,1,Y,N,4174,2010,West,51952.09,4,Y,1
10820,EZYV9157,Asia,2,N,N,3064,1999,Northeast,131422.21,2,Y,1
10821,EZYV15102,Europe,3,N,Y,6148,1996,South,88596.58,4,Y,0
10822,EZYV6006,Europe,3,Y,N,1100,2006,South,28235.14,4,Y,0
10823,EZYV566,Asia,3,Y,N,2641,2007,South,97466.91,4,Y,1
10824,EZYV4119,Europe,4,N,Y,2145,1992,West,20690.04,4,Y,1
10825,EZYV5900,Europe,3,N,N,566,1994,South,436.5722,1,Y,0
10826,EZYV19600,Europe,1,N,N,2459,1983,Midwest,166149.05,4,Y,1
10827,EZYV16165,Asia,2,Y,N,4986,2007,Northeast,8800.99,4,Y,1
10828,EZYV13874,Asia,3,N,N,3306,2009,Northeast,81967.16,4,Y,0
10829,EZYV841,Asia,2,Y,N,2364,1998,Midwest,87397.19,4,Y,1
10830,EZYV3889,Asia,1,Y,N,199,2001,Northeast,65810.06,4,Y,1
10831,EZYV9835,Asia,1,N,N,3050,1987,South,72852.01,4,Y,0
10832,EZYV19377,Asia,1,N,Y,296,2011,West,57936.15,4,Y,0
10833,EZYV7642,Asia,1,Y,N,1480,2000,Northeast,238353.7,4,Y,1
10834,EZYV18777,Europe,1,Y,Y,325,2011,West,68399.86,4,Y,1
10835,EZYV19775,Africa,2,Y,N,1645,1997,Northeast,29808.34,4,Y,0
10836,EZYV8656,Asia,1,Y,N,1727,1851,South,81620.84,4,Y,1
10837,EZYV2667,Asia,1,Y,N,2929,1984,West,94583.87,4,Y,1
10838,EZYV19747,Asia,1,N,N,21451,2003,Northeast,167878.68,4,Y,1
10839,EZYV16636,Asia,3,Y,N,1501,1946,Northeast,3764.82,4,Y,1
10840,EZYV12335,North America,2,N,N,6476,2014,South,93088.17,4,Y,0
10841,EZYV21405,Asia,1,N,N,32966,1924,South,84743.35,4,Y,1
10842,EZYV9342,Asia,1,Y,N,1231,2001,West,63571.59,4,Y,1
10843,EZYV23295,Europe,1,Y,N,8016,1985,South,50120.5,4,Y,1
10844,EZYV4093,Europe,2,Y,N,3897,1992,Midwest,34507.53,4,Y,1
10845,EZYV15232,North America,1,Y,N,24,1902,South,56.1953,1,Y,0
10846,EZYV10631,Europe,1,Y,N,566,1946,South,76488.99,4,N,1
10847,EZYV12672,Asia,2,Y,N,398,1995,South,917.2992,1,Y,1
10848,EZYV766,Asia,2,Y,Y,1787,2006,West,65500.19,4,Y,1
10849,EZYV1441,North America,2,N,N,13112,1855,Midwest,150029.13,4,N,1
10850,EZYV7691,Asia,1,Y,N,1598,1977,West,211621.68,4,N,0
10851,EZYV11344,North America,1,Y,N,18109,1819,Island,122896.09,4,Y,0
10852,EZYV17404,Asia,3,N,N,3309,1981,Midwest,23528.29,4,Y,1
10853,EZYV3873,Asia,2,Y,Y,1351,1997,Northeast,252825.11,4,Y,1
10854,EZYV19435,Europe,4,N,N,465,1956,Northeast,40267.59,4,Y,1
10855,EZYV19621,Asia,1,Y,N,1257,2009,South,36388.58,4,Y,1
10856,EZYV23360,North America,2,N,N,726,1976,South,23.6074,1,Y,0
